Year,target_variable,Department,Job,Employee Identifier,Salaries,Overtime,Other Salaries,Total Salary,Retirement,Health/Dental,Other Benefits,Total Benefits,Total Compensation
2015,Human Welfare & Neighborhood Development,Department of the Status of Women,"Rep, Comm Status Of Women",24452,60796.43,0,417.6,61214.03,13730.29,8333.71,4982.36,27046.36,88260.39
2016,General Administration & Finance,General Services Agency - Technology,Media Programming Spec,30111,53033.43,0,0,53033.43,9869.58,9427.5,4270.09,23567.17,76600.6
2015,Community Health,Public Health,Hospital Elig Wrk Supervisor,44909,41576.22,0,978.9,42555.12,9325.53,6130.54,3462.39,18918.46,61473.58
2015,Community Health,Public Health,"Inspector, Weights & Measures",41685,23406.14,0,136.06,23542.2,6038.79,5024.69,1882.32,12945.8,36488
2016,Culture & Recreation,Recreation and Park Commission,Curator 2,48737,68729.1,0,847.03,69576.13,12948.05,13018.93,5626.96,31593.94,101170.07
2013,Community Health,Public Health,Senior Microbiologist,20452,56158.51,0,22678.35,78836.86,9945.69,6937.57,6349.34,23232.6,102069.46
2013,"Public Works, Transportation & Commerce",Airport Commission,Sprv Electronic Main Tech,19205,122137.53,38116.34,8464,168717.87,23493,12918.24,10312.46,46723.7,215441.57
2015,Culture & Recreation,Public Library,Book Repairer,20544,58922.02,0,624,59546.02,12272.68,12424.5,4548.03,29245.21,88791.23
2013,Public Protection,Police,Photographer,11419,7820,0,0,7820,1424.03,1969.5,610.01,4003.54,11823.54
2014,Public Protection,Department of Emergency Management,Emergency Services Coord IV,49503,112498.24,0,2835.22,115333.46,23422.13,12512.55,8511.77,44446.45,159779.91
2014,"Public Works, Transportation & Commerce",Municipal Transportation Agency,Electric Motor Repairer,32353,81819.96,27972.73,4841.19,114633.88,18018.11,13053.31,9159.12,40230.54,154864.42
2015,General Administration & Finance,Retirement System,Benefits Supervisor,25778,68992.01,0,680,69672.01,13800.8,8601.58,5098.45,27500.83,97172.84
2015,Public Protection,Juvenile Probation,"Asst Dir, Log Cabin Rnch",49826,98365.01,0,1629.2,99994.21,22810.62,12424.5,10436.78,45671.9,145666.11
2015,"Public Works, Transportation & Commerce",Municipal Transportation Agency,"Manager VIII, MTA",2025,182354.5,0,0,182354.5,36699.2,12424.5,18169.25,67292.95,249647.45
2014,"Public Works, Transportation & Commerce",Airport Commission,Airport Operations Supervisor,20316,79689.62,2005.83,1877.09,83572.54,17568.97,10808.68,6491.38,34869.03,118441.57
2015,General Administration & Finance,Treasurer/Tax Collector,Commercial Div Asst Sprv,17030,70913.91,0,0,70913.91,15906.03,12494.56,13802.71,42203.3,113117.21
2014,Public Protection,Superior Court,Court Administrator,22707,103157.6,0,0,103157.6,22080.85,9577.8,29753.98,61412.63,164570.23
2016,"Public Works, Transportation & Commerce",Municipal Transportation Agency,Welder,44655,53521.28,201.47,22197.13,75919.88,10956.39,8046.42,6166.1,25168.91,101088.79
2013,"Public Works, Transportation & Commerce",Municipal Transportation Agency,Electrical Trnst Mech Sprv 1,2551,106132.14,18598.6,3298.74,128029.48,18804.07,12801.79,9583.38,41189.24,169218.72
2014,"Public Works, Transportation & Commerce",General Services Agency - Public Works,Public Relations Mgr,10336,20496.11,0,0,20496.11,4369.76,2205.28,3454.08,10029.12,30525.23
2014,"Public Works, Transportation & Commerce",PUC Hetch Hetchy,Trans And Dist Line Worker,30648,103974,26803.97,40230.31,171008.28,22947.66,13054.96,10432.93,46435.55,217443.83
2013,General Administration & Finance,City Attorney,Claims Investigator,30491,89464.5,10136.17,3755.69,103356.36,16659.48,11570.85,8152.61,36382.94,139739.3
2014,"Public Works, Transportation & Commerce",Port,"Senior Property Manager, Port",24289,122829.61,0,0,122829.61,25573.12,12512.55,9489.58,47575.25,170404.86
2014,Public Protection,Juvenile Probation,"Sr Counselor, Juvenile Hall",5697,77103.16,11943.84,4682.6,93729.6,13975.53,11433.87,1815,27224.4,120954
2014,General Administration & Finance,Assessor/Recorder,Sr Microphoto/Imaging Tech,13784,60070.21,901.69,626.4,61598.3,12940.48,12512.55,5076.91,30529.94,92128.24
2015,Culture & Recreation,Fine Arts Museum,Museum Sec Supv,36453,68885.42,20217.56,3026.92,92129.9,14203.92,12184.08,7446.61,33834.61,125964.51
2014,Human Welfare & Neighborhood Development,Human Services,Welfare Fraud Investigator,24088,84481.74,0,0,84481.74,18011.46,12278.84,6839.92,37130.22,121611.96
2014,General Administration & Finance,General Services Agency - City Admin,Dept Head V,50726,185318.2,0,11119.21,196437.41,40898.27,8308.74,11710.76,60917.77,257355.18
2015,Community Health,Public Health,Rehabilitation Counselor,22469,77669.01,0,5868.94,83537.95,16304.22,12424.5,6835.16,35563.88,119101.83
2015,"Public Works, Transportation & Commerce",Municipal Transportation Agency,Transit Operations Specialist,31895,114790.95,6317.33,10472.69,131580.97,24201.1,12567.87,9881.9,46650.87,178231.84
2016,Public Protection,Superior Court,"Court Invstgtor, Superior Crt",30348,96579.25,0,5231.2,101810.45,18388.6,12049.68,8429.37,38867.65,140678.1
2013,Public Protection,Superior Court,Ct Comp App Analyst,22204,109943.28,0,624,110567.28,19581.44,12801.79,9070.76,41453.99,152021.27
2013,"Public Works, Transportation & Commerce",PUC Public Utilities Commission,Public Information Officer,8240,31137.03,0,0,31137.03,5670.04,5268.43,2568.96,13507.43,44644.46
2014,Culture & Recreation,Law Library,Law Librarian,26735,149921.21,0,0,149921.21,43258.54,13054.94,18559.55,74873.03,224794.24
2014,Culture & Recreation,Recreation and Park Commission,Aquatics Facility Supervisor,53150,71616.35,0,614.86,72231.21,15399.72,12512.55,5731.28,33643.55,105874.76
2015,"Public Works, Transportation & Commerce",Port,Harbor Attendant (OCII),13049,42556.03,0,150.83,42706.86,10024.67,10035.18,3713.78,23773.63,66480.49
2013,Community Health,Public Health,IS Operator-Journey,28887,35471.52,0,0,35471.52,6563.66,7655.26,2882.18,17101.1,52572.62
2016,"Public Works, Transportation & Commerce",Airport Commission,Telephone Operator,4416,54591.31,0,5945.12,60536.43,12744.55,12956.58,5004.49,30705.62,91242.05
2015,Community Health,Public Health,Patient Accounts Supervisor,1883,86490.85,1468.95,0,87959.8,19399.95,12484.15,7211.49,39095.59,127055.39
2013,Public Protection,Fire Department,Statistician,19808,59000.34,0,0,59000.34,10743.94,9982.93,4751.25,25478.12,84478.46
2013,"Public Works, Transportation & Commerce",Port,"Property Manager, Port",545,98774.01,0,0,98774.01,17986.8,12801.79,8058.24,38846.83,137620.84
2015,"Public Works, Transportation & Commerce",Port,Harbor Security Officer (OCII),12820,14241.9,0,1339.28,15581.18,3956.58,4166.85,1260.13,9383.56,24964.74
2014,"Public Works, Transportation & Commerce",Port,Maintenance Machinist Sprv 1,37272,103119.62,0,550,103669.62,22102.39,12512.53,8090.89,42705.81,146375.43
2016,Community Health,Public Health,Chief Dietitian,36741,95564.91,0,200,95764.91,17784.58,13068.8,7889.89,38743.27,134508.18
2013,General Administration & Finance,General Services Agency - City Admin,Forensic Laboratory Technician,53602,79435.98,373.34,0,79809.32,14465.23,12569.45,6639.56,33674.24,113483.56
2015,General Administration & Finance,Mayor,Mayoral Staff II,18959,41024.59,0,0,41024.59,10584.38,12410.75,11660.28,34655.41,75680
2016,"Public Works, Transportation & Commerce",Municipal Transportation Agency,Transportation Controller Trainee,46870,26640,1984.87,1982.61,30607.48,5245.44,4489.29,2444.34,12179.07,42786.55
2015,"Public Works, Transportation & Commerce",Municipal Transportation Agency,Mech Shop & Equip Supt,28160,85205.6,89716.64,15985.21,190907.45,21978.42,9914.23,12413,44305.65,235213.1
2015,Public Protection,Juvenile Probation,Assistant Counselor,40395,60533.11,15689.35,11312.54,87535,16390.99,12328.92,455.66,29175.57,116710.57
2014,"Public Works, Transportation & Commerce",Municipal Transportation Agency,Power Plant Supervisor 1,23157,42110.4,2870.14,24936.17,69916.71,9398.46,5944.66,5564.16,20907.28,90823.99
2015,"Public Works, Transportation & Commerce",Municipal Transportation Agency,Pattern Maker,9134,90098.02,0,6002.78,96100.8,21379.83,12506.55,7855.95,41742.33,137843.13
2013,"Public Works, Transportation & Commerce",Airport Commission,Associate Museum Registrar,16255,15804,148.16,0,15952.16,3922.56,4306.08,1278.38,9507.02,25459.18
2013,"Public Works, Transportation & Commerce",Municipal Transportation Agency,Switch Repairer,18260,64143.01,12375.91,6009.92,82528.84,13582.63,12391.95,6523.09,32497.67,115026.51
2016,"Public Works, Transportation & Commerce",PUC Water Department,Water Operations Analyst,20550,132760.33,0,286.12,133046.45,24121.25,13093.75,10134.74,47349.74,180396.19
2014,Community Health,Public Health,Diagnostic Imaging Tech III,3255,119402,10200.84,250,129852.84,25503.29,13054.94,9755.91,48314.14,178166.98
2013,"Public Works, Transportation & Commerce",PUC Water Department,Principal Water Services Clerk,46747,71864.03,0,0,71864.03,13086.36,12801.79,5539.01,31427.16,103291.19
2013,General Administration & Finance,Mayor,Mayoral Staff IV,10259,30276,0,0,30276,6270.1,8567.35,8381.35,23218.8,53494.8
2015,Community Health,Public Health,Patient Accounts Asst Sprv,5386,43678.74,3761.19,0,47439.93,9797.12,6896.86,3591.26,20285.24,67725.17
2014,General Administration & Finance,Health Service System,Administrative Services Mgr,36615,82909.02,0,0,82909.02,18136.43,12552.83,6787.63,37476.89,120385.91
2014,"Public Works, Transportation & Commerce",PUC Public Utilities Commission,IS Technician-Senior,40753,1513.5,0,0,1513.5,322.68,239.71,119.57,681.96,2195.46
2013,Public Protection,Police,Fingerprint Technician 3,11420,52140,15132.16,1486.11,68758.27,10556.99,9569.07,5918.26,26044.32,94802.59
2013,"Public Works, Transportation & Commerce",General Services Agency - Public Works,Soft Floor Coverer Supvr I,28715,100126.04,433.24,643.46,101202.74,17846.25,12801.79,7720.29,38368.33,139571.07
2015,Public Protection,Public Defender,Sr Public Defenders Invstgtor,5877,101531,0,0,101531,20926.02,12424.5,7942.98,41293.5,142824.5
2015,General Administration & Finance,Human Resources,Labor and Employment Advisor,22982,58234.02,0,0,58234.02,12776.52,5256.52,8074.63,26107.67,84341.69
2014,Public Protection,Sheriff,Sheriff (SFERS),4458,215629.23,0,12937.66,228566.89,48824.95,13054.94,13016.53,74896.42,303463.31
2016,"Public Works, Transportation & Commerce",General Services Agency - Public Works,Landscape Architect Assoc 2,22768,87361.34,0,0,87361.34,16257.91,9926.26,6732.52,32916.69,120278.03
2016,Community Health,Public Health,Morgue Attendant,1998,2948.58,0,0,2948.58,648.39,611.04,247.79,1507.22,4455.8
2015,General Administration & Finance,Human Resources,Dir Emp Relations Div,51242,211554.56,0,0,211554.56,46414.99,12500.56,19923.15,78838.7,290393.26
2015,"Public Works, Transportation & Commerce",PUC Water Department,Supv Chemist,31612,117040.54,0,0,117040.54,23600.12,12185.57,9194.92,44980.61,162021.15
2016,General Administration & Finance,Board of Supervisors,Youth Comm Advisor,2579,66195.55,0,0,66195.55,12318.97,13068.8,5242.96,30630.73,96826.28
2013,Human Welfare & Neighborhood Development,Human Rights Commission,"Rep, Human Rights Comm",46007,7830,0,0,7830,1151.28,1387.51,605.83,3144.62,10974.62
2015,"Public Works, Transportation & Commerce",Municipal Transportation Agency,Transit Power Line Sprv1,20394,87680.6,75454.87,1000.63,164136.1,19747.95,9914.23,10141.14,39803.32,203939.42
2016,Culture & Recreation,Recreation and Park Commission,Asst Superintendent Rec,34574,57005.02,0,953.09,57958.11,10785.99,7581.9,4624.77,22992.66,80950.77
2015,"Public Works, Transportation & Commerce",General Services Agency - Public Works,Public Relations Assistant,30526,52684.31,0,727.03,53411.34,13592.53,12500.56,4175.52,30268.61,83679.95
2014,"Public Works, Transportation & Commerce",Department of Building Inspection,"Sctry, Bldg Inspection Comm",50095,91519.91,0,0,91519.91,19512.08,12512.55,7175.7,39200.33,130720.24
2015,Human Welfare & Neighborhood Development,Human Services,Senior Transcriber Typist,13678,64993.67,0,0,64993.67,14578.13,12500.56,5245.55,32324.24,97317.91
2014,Community Health,Public Health,Patient Accounts Clerk,12363,70422.04,2451.87,0,72873.91,15013.95,12512.55,5556.66,33083.16,105957.07
2015,General Administration & Finance,Mayor,Dvlpmnt Spec (OCII),51342,95634.01,0,0,95634.01,18836.37,10035.17,7629.51,36501.05,132135.06
2013,Human Welfare & Neighborhood Development,Human Services,Sup Welfare Fraud Investigator,41542,105783.47,0,0,105783.47,20788.76,12918.24,8657.29,42364.29,148147.76
2014,General Administration & Finance,Assessor/Recorder,Assessor-Recorder Office Spec,1398,51358.53,0,0,51358.53,12997.76,12146.49,4181.53,29325.78,80684.31
2013,"Public Works, Transportation & Commerce",Municipal Transportation Agency,Transit Manager 2,21101,28889.6,0,0,28889.6,0,3062.1,2236.63,5298.73,34188.33
2016,General Administration & Finance,Controller,Auditor I,52217,27810.9,0,0,27810.9,5175.6,5836.07,2214.81,13226.48,41037.38
2014,Community Health,Public Health,Senior Physical Therapist,4391,121041.09,0,0,121041.09,25200.71,12512.55,9325.04,47038.3,168079.39
2015,"Public Works, Transportation & Commerce",Port,"Market Research Spec, Port",22085,95244.91,0,0,95244.91,21363.45,12500.56,7771.56,41635.57,136880.48
2015,"Public Works, Transportation & Commerce",Municipal Transportation Agency,Investigator/Transit Fare Supv,10857,48987.06,67.87,3938.27,52993.2,11859.06,8477.39,4231.45,24567.9,77561.1
2016,General Administration & Finance,General Services Agency - City Admin,Dep Dir I,38294,34236.74,0,21488.12,55724.86,6422.87,4140.12,7160.45,17723.44,73448.3
2016,Public Protection,Fire Department,Dep Chf Of Dept (Fire Dept),39686,144830.4,0,14861.99,159692.39,28118.81,7132.98,8022.59,43274.38,202966.77
2015,"Public Works, Transportation & Commerce",General Services Agency - Public Works,Structural Engineer,11525,147746.51,0,0,147746.51,32415.63,12500.67,10380.75,55297.05,203043.56
2016,Public Protection,Superior Court,"Director, Info Tech Group",9866,173077.21,0,3000,176077.21,31378.95,13068.8,34200.38,78648.13,254725.34
2013,"Public Works, Transportation & Commerce",PUC Wastewater Enterprise,Main Machinist Asst Sprv,38727,89093.35,0,550,89643.35,16324.17,12558.68,7448.05,36330.9,125974.25
2014,"Public Works, Transportation & Commerce",Municipal Transportation Agency,Sr Light Rail Veh Equip Eng,30330,151730.07,0,0,151730.07,32408.24,13054.93,10252.47,55715.64,207445.71
2013,"Public Works, Transportation & Commerce",Municipal Transportation Agency,Pr Fare Collections Receiver,25651,88306,6868.01,2471.25,97645.26,17320.43,12822.56,8311.83,38454.82,136100.08
2014,General Administration & Finance,Assessor/Recorder,Pr Personal Property Auditor,23769,112673.02,0,1480,114153.02,24376.37,13054.94,9293.44,46724.75,160877.77
2013,"Public Works, Transportation & Commerce",Municipal Transportation Agency,"Manager I, MTA",30977,2094,0,0,2094,370.85,246.19,165.43,782.47,2876.47
2014,Culture & Recreation,Public Library,Media Training Specialist,4452,90526.14,869.03,208.03,91603.2,19827.1,13004.73,7205.95,40037.78,131640.98
2013,Human Welfare & Neighborhood Development,Human Services,Atty For The Public Admin,43256,74023.96,0,0,74023.96,13109.64,5169.96,3865.59,22145.19,96169.15
2013,"Public Works, Transportation & Commerce",General Services Agency - Public Works,Cement Finisher Supervisor 2,19783,9870,2035.67,0,11905.67,1797.33,1230.94,972.51,4000.78,15906.45
2015,"Public Works, Transportation & Commerce",Airport Commission,Steamfitter Supervisor I,52565,114454.02,124.33,3477.62,118055.97,23753.86,12424.5,9684.6,45862.96,163918.93
2016,General Administration & Finance,Human Resources,Personnel Technician,39285,74858.76,0,0,74858.76,13931.22,13068.8,5933.35,32933.37,107792.13
2014,Community Health,Public Health,Asst General Services Manager,6993,57429.66,0,1845.62,59275.28,12915.98,10327.77,13983.65,37227.4,96502.68
2013,Public Protection,Superior Court,Probate Examiner,17595,99832.7,0,576,100408.7,17782.42,12220.11,8276,38278.53,138687.23
2016,"Public Works, Transportation & Commerce",Municipal Transportation Agency,Parking Meter Repairer Sprv 1,22713,43771.97,1071.88,0,44843.85,8145.92,6595.39,3585.02,18326.33,63170.18
2015,"Public Works, Transportation & Commerce",PUC Hetch Hetchy,Hh Mechanical Shop Sprv,42562,69516.81,9481.44,600,79598.25,15839.57,9435.27,6336.2,31611.04,111209.29
2016,Culture & Recreation,War Memorial,Supv Bldg Grounds Patrol Ofcr,42734,69516.94,930.74,3984.49,74432.17,13678.59,13056.34,6043.73,32778.66,107210.83
2013,Culture & Recreation,Arts Commission,Curator 1,20526,42786.52,0,0,42786.52,7982.52,8133.71,3544.76,19660.99,62447.51
2013,"Public Works, Transportation & Commerce",General Services Agency - Public Works,Architectural Administrator,35937,116620.82,0,0,116620.82,22335.06,12918.25,9393.75,44647.06,161267.88
2015,"Public Works, Transportation & Commerce",PUC Water Department,Watershed Keeper Supervisor,41494,77795.4,3011.22,4043.7,84850.32,17449.5,12500.56,6758.53,36708.59,121558.91
2014,Community Health,Public Health,Agricultural Inspector,40476,62852.26,0,920,63772.26,13596.22,12512.55,5013.12,31121.89,94894.15
2014,"Public Works, Transportation & Commerce",General Services Agency - Public Works,Materials Testing Technician,5154,38058.67,0,27.52,38086.19,8212.18,7936.45,3121.95,19270.58,57356.77
2015,"Public Works, Transportation & Commerce",Municipal Transportation Agency,Auto Body & Fender Wrk Sprv 1,43143,107816.03,37640.95,25186.64,170643.62,25653.96,12424.5,10646.29,48724.75,219368.37
2013,Community Health,Public Health,Senior Health Educator,32003,32787.01,0,5664.41,38451.42,5970.51,4306.09,3132.98,13409.58,51861
2015,"Public Works, Transportation & Commerce",PUC Hetch Hetchy,Power Generation Supervisor,48719,72023.89,11574.83,4000.01,87598.73,14139.44,7442.77,5680.36,27262.57,114861.3
2015,Public Protection,Superior Court,Administrative Analyst II,52443,26560.81,0,0,26560.81,5957.61,4023.17,2138.58,12119.36,38680.17
2013,Community Health,Public Health,Therapy Aide,18495,55589.04,0,200,55789.04,10122.74,10732.57,4606.15,25461.46,81250.5
2015,"Public Works, Transportation & Commerce",PUC Hetch Hetchy,Chief Surveyor,44849,125047.23,0,0,125047.23,27435.36,12488.56,10070.27,49994.19,175041.42
2015,Community Health,Public Health,Chief Telephone Operator,53698,423,0,0,423,0,95.79,32.75,128.54,551.54
2014,General Administration & Finance,Mayor,Mayoral Staff X,48457,30446.5,0,0,30446.5,6491.21,4554.38,5207.77,16253.36,46699.86
2015,General Administration & Finance,Mayor,Mayoral Staff VII,10259,72699.06,0,0,72699.06,14983.61,12424.5,13747,41155.11,113854.17
2015,Public Protection,Police,Criminalist I,38538,84381.04,302.45,0,84683.49,17391.57,12424.51,6821.35,36637.43,121320.92
2013,General Administration & Finance,Controller,Performance Analyst I,44485,16341,0,0,16341,2975.7,3200.44,1274.93,7451.07,23792.07
2013,"Public Works, Transportation & Commerce",Airport Commission,Museum Registrar,30313,7449,0,100,7549,1374.68,1435.36,533.45,3343.49,10892.49
2014,"Public Works, Transportation & Commerce",PUC Public Utilities Commission,Claims Process Clerk,18687,61795.03,0,0,61795.03,13505.01,13054.94,4657.71,31217.66,93012.69
2015,General Administration & Finance,General Services Agency - City Admin,Payroll Supervisor,37104,50228.03,0,0,50228.03,9579.48,6690.11,3974.78,20244.37,70472.4
2015,"Public Works, Transportation & Commerce",PUC Water Department,Water Meter Shop Supervisor 1,49061,83697.02,0,3978.79,87675.81,19665.76,12500.56,6866.26,39032.58,126708.39
2016,"Public Works, Transportation & Commerce",Department of Building Inspection,Permit Technician I,49564,52116.49,72.98,880,53069.47,11654,13018.93,4318.63,28991.56,82061.03
2015,"Public Works, Transportation & Commerce",PUC Water Department,IS Program Analyst-Assistant,42531,0,0,10.05,10.05,0,0,0.77,0.77,10.82
2014,Human Welfare & Neighborhood Development,Human Services,Collection Supervisor,48118,65550.23,0,0,65550.23,13975.25,12497.57,5167.51,31640.33,97190.56
2015,"Public Works, Transportation & Commerce",Municipal Transportation Agency,Assistant Power House Operator,45958,2442,0,0,2442,454.46,477.86,189.54,1121.86,3563.86
2014,"Public Works, Transportation & Commerce",General Services Agency - Public Works,Apprentice Cement Mason II,51974,20135.33,612.21,0,20747.54,2850.12,4205.19,1625.58,8680.89,29428.43
2013,Human Welfare & Neighborhood Development,"Children, Youth & Their Families",Dept Head II,47117,181745.76,0,0,181745.76,34875.03,12918.24,16299.71,64092.98,245838.74
2015,General Administration & Finance,City Attorney,"Srclaimsinvstgtor,Cty Atty Ofc",10379,84842.03,0,0,84842.03,16657.58,9079.44,6781.25,32518.27,117360.3
2013,General Administration & Finance,Health Service System,Training Technician,19130,0,0,1693,1693,0,0,0,0,1693
2016,Human Welfare & Neighborhood Development,Human Services,Sprv Clincal Psychologist,12871,123440.93,0,40,123480.93,22387.14,13068.8,10048.29,45504.23,168985.16
2013,General Administration & Finance,General Services Agency - City Admin,Senior Offset Machine Operator,28453,47292.02,1066.17,0,48358.19,8611.88,10339.91,4056.1,23007.89,71366.08
2013,Public Protection,Police,Captain (Police Department),31042,30640,0,3138.06,33778.06,5448.64,1969.5,549.88,7968.02,41746.08
2015,General Administration & Finance,General Services Agency - City Admin,Assistant Prjct Manager (OCII),3878,95634.04,0,0,95634.04,18836.37,10035.18,7276.87,36148.42,131782.46
2014,General Administration & Finance,Human Resources,Senior Emp Relations Repres,13160,120031.05,0,0,120031.05,25637.43,13054.94,9644.32,48336.69,168367.74
2013,Culture & Recreation,Asian Art Museum,"Assoc Musm Cnsrvt, AAM",7785,79664,0,624,80288,14620.32,12801.79,6581.42,34003.53,114291.53
2014,"Public Works, Transportation & Commerce",Municipal Transportation Agency,"Real Estate Devt Mgr, SFMTA",36454,120440.7,0,0,120440.7,25075.69,12512.55,9313.07,46901.31,167342.01
2015,"Public Works, Transportation & Commerce",Municipal Transportation Agency,Signal And Systems Engineer,37020,9616.2,0,0,9616.2,0,788.48,744.55,1533.03,11149.23
2013,General Administration & Finance,Human Resources,Human Resources Director,21191,210106.03,0,0,210106.03,37209.89,12801.79,19348.34,69360.02,279466.05
2015,General Administration & Finance,City Attorney,Assistant Chief Attorney 2,37167,216129.45,0,1437.5,217566.95,47734.2,12500.56,11677.52,71912.28,289479.23
2013,Public Protection,Police,Inspector 2,50015,141877.14,1665.4,10158.49,153701.03,27614.06,0,2612.91,30226.97,183928
2014,General Administration & Finance,Mayor,Mayoral Staff XIV,6379,119663.05,0,0,119663.05,25557.99,13036.11,18088.05,56682.15,176345.2
2013,Culture & Recreation,Recreation and Park Commission,Maintenance Manager,11558,78110.5,0,0,78110.5,15643.79,8612.16,6960.17,31216.12,109326.62
2013,"Public Works, Transportation & Commerce",PUC Public Utilities Commission,IS Administrator-Supervisor,41031,107562.07,0,0,107562.07,19049.18,12801.79,8781.56,40632.53,148194.6
2013,Public Protection,Public Defender,Public Defender,37283,217573.89,0,0,217573.89,38532.27,12801.79,10391.5,61725.56,279299.45
2015,"Public Works, Transportation & Commerce",Port,Mgmt Asst III (OCII),40268,30543.16,0,0,30543.16,6850.81,4142.91,2530.91,13524.63,44067.79
2016,"Public Works, Transportation & Commerce",Airport Commission,Sheet Metal Wrk Supervisor 2,42400,126203.54,11405.78,0,137609.32,23007.45,13068.8,9785.14,45861.39,183470.71
2014,Public Protection,Police,"Sr Investigator, OCC",2828,96204.74,0,0,96204.74,20510.84,12262.9,7947.07,40720.81,136925.55
2014,Public Protection,Superior Court,Duty Officer,31350,69037.54,0,0,69037.54,22825.39,15760.54,14030.44,52616.37,121653.91
2013,"Public Works, Transportation & Commerce",PUC Water Department,Water Const&Main Supt,253,95176.2,21821.9,25353.69,142351.79,20311.98,9569.06,7150.99,37032.03,179383.82
2013,General Administration & Finance,Mayor,Mayoral Staff XIII,12946,92058.58,0,0,92058.58,16303.63,10586.09,14374.55,41264.27,133322.85
2014,"Public Works, Transportation & Commerce",Airport Commission,Senior Museum Preparator,50615,61036.09,739.45,624,62399.54,13473.49,13054.94,4944.66,31473.09,93872.63
2016,"Public Works, Transportation & Commerce",Port,Elevator And Crane Technician,43339,115556.41,57382.01,1517.92,174456.34,20983.51,13068.8,11150.77,45203.08,219659.42
2013,Public Protection,District Attorney,District Attorney,47734,252221.06,0,0,252221.06,48342.29,12918.24,19291.19,80551.72,332772.78
2015,Public Protection,Superior Court,Sr Court Staff Attorney,13992,150228.03,0,3624,153852.03,30377.92,12424.5,10496.48,53298.9,207150.93
2013,Human Welfare & Neighborhood Development,Human Services,Conservatorship/Case Mgt Sprv,33942,100548,0,0,100548,19763.32,12918.24,8119.66,40801.22,141349.22
2014,Public Protection,Juvenile Probation,"Dir, Log Cabin Ranch (SFERS)",8774,8979.3,0,5277.33,14256.63,1869.49,1004.22,561.58,3435.29,17691.92
2016,Community Health,Public Health,Patient Accounts Manager,37296,99931.41,0,0,99931.41,18597.23,13068.8,8156.29,39822.32,139753.73
2013,General Administration & Finance,General Services Agency - City Admin,Asst Forensic Toxicologist 1,41231,103428.02,0,18445.14,121873.16,18678.33,12801.79,9583.38,41063.5,162936.66
2016,"Public Works, Transportation & Commerce",Airport Commission,Locksmith Supervisor 1,51902,109518.82,14274.79,0,123793.61,20381.45,13068.81,10020.83,43471.09,167264.7
2015,Public Protection,Police,Stable Attendant,36360,55320.27,0,5974.1,61294.37,15253.72,12452.66,5054.18,32760.56,94054.93
2015,"Public Works, Transportation & Commerce",Airport Commission,Airport Security ID Technician,22918,3299.7,18.2,0,3317.9,851.32,814.21,272.95,1938.48,5256.38
2015,General Administration & Finance,General Services Agency - City Admin,Accountant III (OCII),34669,79423.01,0,0,79423.01,16027.91,10035.18,6481.87,32544.96,111967.97
2013,Public Protection,Superior Court,"Director, Human Resources",9930,135247.41,0,0,135247.41,25771.87,12397.21,16273.82,54442.9,189690.31
2015,"Public Works, Transportation & Commerce",Municipal Transportation Agency,Heating/Ventilating Inspector,49294,112776.01,98902.85,12450.16,224129.02,23324.29,12424.51,11511.06,47259.86,271388.88
2016,"Public Works, Transportation & Commerce",General Services Agency - Public Works,Apprentice Arborist Tech I,15206,41095.93,5725.69,1227.15,48048.77,6847.58,12407.63,3880.3,23135.51,71184.28
2015,"Public Works, Transportation & Commerce",Department of Building Inspection,Senior Electrical Inpsector,38339,8080.1,1986.69,161.6,10228.39,1808.22,814.21,820.13,3442.56,13670.95
2016,"Public Works, Transportation & Commerce",General Services Agency - Public Works,Senior Plan Checker,20691,19797.21,0,4357.11,24154.32,3589.25,2144.88,1933.22,7667.35,31821.67
2016,"Public Works, Transportation & Commerce",Airport Commission,Airport Ground Transport Tech,47176,18725.6,0,0,18725.6,4117.76,4439.4,1525.25,10082.41,28808.01
2016,"Public Works, Transportation & Commerce",Airport Commission,"Investigator, Taxi And Accessible Servic",34834,54435.41,1650.6,2260.42,58346.43,10551.1,7402.65,4657.23,22610.98,80957.41
2016,Public Protection,Superior Court,Ct Comp Sys Engineer II,31766,110511.69,0,5740.2,116251.89,20150.16,13068.8,9587.56,42806.52,159058.41
2016,General Administration & Finance,General Services Agency - Technology,Communication Line Sprv1,34268,107433.11,38636.05,16550.11,162619.27,19996.37,13068.8,11128.03,44193.2,206812.47
2016,General Administration & Finance,General Services Agency - City Admin,Forensic Autopsy Technician,43779,1233,92.48,0,1325.48,0,249.4,102.89,352.29,1677.77
2015,"Public Works, Transportation & Commerce",Municipal Transportation Agency,Electrical Trnst Shop Sprv 1,13975,111599.71,14475.22,7296.9,133371.83,25031.83,11830.03,9793.58,46655.44,180027.27
2014,Culture & Recreation,Recreation and Park Commission,Marina Assistant Manager,17649,59858.16,8876.1,2770.05,71504.31,13079.18,13055.82,5858.39,31993.39,103497.7
2014,Public Protection,Adult Probation,Sprv Adult Prob Ofc (SFERS),53651,74382.59,0,0,74382.59,15858.39,9751.46,1225.46,26835.31,101217.9
2013,General Administration & Finance,Treasurer/Tax Collector,"Pr Investigator, Tax Collector",12325,97119,0,0,97119,19083.65,12918.24,8023.83,40025.72,137144.72
